"","Year","Genre","NA_Sales","EU_Sales","JP_Sales"
"6884",2010,"Role-Playing",0.18,0.01,0.1
"6885",2011,"Role-Playing",0.19,0.01,0.1
"6886",2013,"Action",0,0,0.12
"6887",2013,"Role-Playing",0,0,0.12
"6888",2014,"Adventure",0,0,0.1
"6889",2014,"Visual Novel",0,0,0.12
"6890",2014,"Action",0,0,0.01
"6892",2012,"Visual Novel",0,0,0.06
"6904",2016,"Simulation",0,0.02,0
"6912",2018,"Racing",0,0.02,0
"6915",2010,"Sports",0.09,0,0
"6927",2012,"Sports",0.06,0.21,0
"6928",2012,"Sports",0.02,0.32,0
"6929",2012,"Sports",1.07,5.13,0.13
"6930",2012,"Sports",0.06,0.22,0.02
"6931",2012,"Sports",0.18,0.46,0
"6932",2012,"Sports",0.18,0.28,0
"6933",2012,"Sports",1.1,3.49,0.03
"6934",2013,"Sports",0,0.25,0
"6935",2013,"Sports",0,0.23,0
"6936",2013,"Sports",0.01,0.35,0
"6937",2013,"Sports",0.01,0.36,0
"6938",2013,"Sports",0.79,4.77,0.07
"6939",2013,"Sports",0.78,4.32,0.07
"6940",2013,"Sports",0.62,2.18,0.12
"6941",2013,"Sports",0.61,1.85,0.11
"6942",2013,"Sports",0,0.19,0
"6943",2013,"Sports",0,0.16,0
"6944",2013,"Sports",0.08,0.3,0.01
"6945",2013,"Sports",0.11,0.25,0.01
"6946",2013,"Sports",0,0.4,0
"6947",2013,"Sports",0,0.38,0
"6948",2013,"Sports",0.94,2.92,0.01
"6949",2013,"Sports",0.92,2.93,0.01
"6950",2013,"Sports",0.44,0.78,0
"6951",2013,"Sports",0.41,0.66,0
"6952",2014,"Sports",0.09,0.39,0
"6953",2014,"Sports",0.09,0.33,0
"6954",2014,"Sports",0,0.28,0
"6955",2014,"Sports",0,0.27,0
"6956",2014,"Sports",0.59,3.25,0.04
"6957",2014,"Sports",0.57,3.14,0.04
"6958",2014,"Sports",0.83,4.49,0.05
"6959",2014,"Sports",0.79,4.29,0.05
"6960",2014,"Sports",0.09,0.38,0.06
"6961",2014,"Sports",0.13,0.48,0.04
"6962",2014,"Sports",0.15,0.37,0
"6963",2014,"Sports",0.24,0.46,0
"6964",2014,"Sports",0.8,1.9,0
"6965",2014,"Sports",0.78,2.02,0
"6966",2014,"Sports",0.64,1.39,0
"6967",2014,"Sports",0.6,1.41,0
"6968",2015,"Sports",0.07,0.13,0
"6969",2015,"Sports",0.04,0.13,0
"6970",2015,"Sports",0.43,1.68,0.05
"6971",2015,"Sports",0.4,1.98,0.05
"6972",2015,"Sports",1.15,5.77,0.07
"6973",2015,"Sports",1.11,6.06,0.06
"6974",2015,"Sports",0.59,0.88,0
"6975",2015,"Sports",0.55,1.01,0
"6976",2015,"Sports",0.92,2.1,0
"6977",2015,"Sports",0.88,2.11,0
"6978",2016,"Sports",0,0.18,0
"6979",2016,"Sports",0.14,0.98,0.04
"6980",2016,"Sports",1.26,7.95,0.12
"6981",2016,"Sports",0.2,0.56,0
"6982",2016,"Sports",1.04,2.4,0
"6983",2017,"Sports",0.35,0.55,0.13
"6984",2017,"Sports",0,0.08,0
"6985",2017,"Sports",0.06,0.4,0.01
"6986",2017,"Sports",1.27,8.64,0.15
"6987",2017,"Sports",0.05,0.19,0
"6988",2017,"Sports",0.98,1.92,0
"6989",2018,"Sports",0.18,0.47,0.06
"6990",2018,"Sports",0,0.03,0
"6991",2018,"Sports",0.84,6.87,0.1
"6992",2018,"Sports",0,0.06,0
"6993",2018,"Sports",0.56,1.5,0
"7002",2011,"Sports",0.02,0.09,0
"7003",2011,"Sports",0,0.03,0
"7005",2012,"Misc",0.16,0.35,0.02
"7006",2012,"Sports",0.17,0.34,0.02
"7053",2010,"Sports",0.13,0.49,0
"7054",2010,"Sports",0.13,0.5,0
"7055",2010,"Sports",0,0.15,0
"7056",2010,"Sports",0,0.14,0
"7057",2010,"Sports",0.11,0.29,0
"7058",2010,"Sports",0.11,0.29,0
"7059",2010,"Sports",0.61,3.28,0.06
"7060",2010,"Sports",0.6,3.29,0.06
"7061",2010,"Sports",0.13,0.7,0.01
"7062",2010,"Sports",0.13,0.7,0.01
"7063",2010,"Sports",0.26,0.69,0
"7064",2010,"Sports",0.26,0.69,0
"7065",2010,"Sports",0.71,2.39,0.02
"7066",2010,"Sports",0.71,2.4,0.02
"7067",2011,"Sports",0.08,0.27,0
"7068",2011,"Sports",0.04,0.33,0
"7069",2011,"Sports",0,0.02,0
"7070",2011,"Sports",0.84,4.33,0.11
"7071",2011,"Sports",0.12,0.26,0.02
"7072",2011,"Sports",0.15,0.51,0
"7073",2011,"Sports",0.85,2.79,0.02
"7074",2012,"Action",0.06,0.2,0
"7075",2012,"Action",0.02,0.31,0
"7076",2012,"Action",1.06,5.05,0.13
"7077",2012,"Action",0.05,0.19,0.02
"7078",2012,"Action",0,0.3,0.05
"7079",2012,"Sports",0,0.32,0.05
"7080",2012,"Action",0.19,0.46,0
"7081",2012,"Action",0.18,0.26,0
"7082",2012,"Action",1.08,3.48,0.03
"7127",2012,"Sports",0.11,0.92,0
"7128",2012,"Sports",0.17,0.65,0
"7131",2012,"Sports",0.13,0.91,0
"7132",2012,"Sports",0.21,0.63,0
"7175",2011,"Fighting",0.45,0.5,0
"7176",2011,"Fighting",0.45,0.51,0
"7177",2011,"Fighting",0.4,0.31,0
"7178",2011,"Fighting",0.4,0.33,0
"7207",2013,"Fighting",0.11,0.07,0
"7211",2010,"Fighting",0.31,0.24,0
"7239",2014,"Role-Playing",0.15,0.07,0.28
"7240",2016,"Role-Playing",0.17,0.1,0.29
"7255",2012,"Misc",0,0,0.11
"7256",2012,"Role-Playing",0,0,0.11
"7263",2011,"Role-Playing",0.13,0.09,0.27
"7272",2015,"Role-Playing",0.37,0.32,0.15
"7273",2011,"Role-Playing",0,0,0.81
"7275",2015,"Role-Playing",0.15,0.07,0
"7276",2015,"Role-Playing",0.2,0.07,0
"7289",2013,"Role-Playing",0.43,0.4,0.32
"7290",2015,"Role-Playing",0.34,0.36,0.07
"7291",2013,"Role-Playing",0.21,0.31,0.28
"7292",2014,"Role-Playing",0.16,0.29,0.28
"7313",2010,"Role-Playing",1.75,1.23,1.87
"7314",2010,"Role-Playing",1.3,0.68,0.01
"7315",2011,"Role-Playing",0.78,0.75,0.89
"7316",2012,"Role-Playing",0.78,0.75,0.89
"7317",2011,"Role-Playing",0.36,0.3,0.02
"7318",2012,"Role-Playing",0.36,0.29,0.02
"7319",2010,"MMO",0.93,0.48,0
"7320",2013,"MMO",0.39,0.09,0.28
"7321",2017,"MMO",0,0.01,0
"7322",2017,"MMO",0.07,0,0.02
"7323",2010,"Role-Playing",0.86,0.48,0
"7324",2013,"Role-Playing",0.36,0.33,0.28
"7325",2014,"MMO",0.35,0.23,0.08
"7326",2014,"Role-Playing",0.32,0.22,0.08
"7327",2015,"Action",0.01,0.01,0
"7328",2015,"MMO",0.02,0.01,0
"7329",2015,"Action",0.01,0,0.01
"7330",2015,"MMO",0.02,0,0.01
"7331",2015,"Action",0,0.05,0.06
"7332",2015,"MMO",0,0.09,0.06
"7333",2017,"MMO",0.04,0.02,0
"7334",2017,"MMO",0.05,0.06,0.04
"7335",2016,"Role-Playing",1.81,1.53,1.05
"7336",2016,"Role-Playing",0.72,0.3,0.01
"7339",2010,"Role-Playing",0.22,0.1,0.23
"7356",2017,"Role-Playing",0.34,0.16,0.21
"7357",2015,"Role-Playing",0.71,0.22,0.52
"7358",2017,"Action",0.07,0.03,0.04
"7359",2017,"Action",0.22,0.14,0.1
"7360",2012,"Role-Playing",0.89,0.45,0.53
"7369",2010,"Strategy",0,0,0.27
"7375",2018,"Fighting",0.06,0.02,0.03
"7390",2013,"Action",0,0.01,0
"7392",2018,"Shooter",0.14,0.16,0.02
"7396",2011,"Puzzle",0.05,0,0
"7397",2010,"Puzzle",0,0.02,0
"7410",2011,"Sports",0.16,0,0.25
"7411",2011,"Sports",0.14,0,0.25
"7412",2018,"Simulation",0.04,0,0
"7413",2018,"Simulation",0.04,0,0
"7414",2010,"Action",0.06,0.03,0.55
"7415",2010,"Action",0.06,0.03,0.55
"7416",2010,"Action",0.07,0.02,0.06
"7417",2010,"Action",0.07,0.02,0.06
"7418",2012,"Fighting",0,0,0.3
"7419",2013,"Action",0,0,0.3
"7420",2013,"Action",0,0,0.02
"7421",2013,"Fighting",0,0,0.02
"7422",2012,"Fighting",0.03,0.01,0.02
"7423",2013,"Action",0.03,0.01,0.02
"7424",2018,"Action",0.09,0.05,0.18
"7425",2011,"Sports",0,0.01,0
"7426",2011,"Sports",0.12,0,0
"7427",2011,"Sports",0.11,0,0
"7431",2018,"Platform",0.01,0.02,0
"7432",2018,"Platform",0.01,0,0
"7435",2010,"Racing",0.01,0,0
"7442",2017,"Racing",0.01,0,0
"7443",2017,"Racing",0.01,0,0
"7448",2010,"Action",0.38,0.01,0.07
"7449",2010,"Platform",0.05,0,0
"7455",2018,"Adventure",0.01,0,0
"7456",2018,"Platform",0.02,0,0
"7457",2010,"Simulation",0.01,0,0
"7461",2014,"Adventure",0,0,0.01
"7462",2016,"Adventure",0,0,0.02
"7463",2018,"Visual Novel",0,0,0.01
"7464",2015,"Action",0,0,0.01
"7482",2010,"Sports",0,1.01,0
"7483",2011,"Sports",0.02,1.16,0
"7484",2011,"Sports",0,0.1,0
"7485",2012,"Sports",0,0.96,0
"7486",2013,"Sports",0,0.6,0
"7487",2013,"Sports",0,0.1,0
"7488",2014,"Simulation",0,0.43,0
"7489",2015,"Simulation",0,0.37,0
"7490",2016,"Simulation",0,0.31,0
"7491",2018,"Simulation",0,0.1,0
"7492",2014,"Sports",0,0.1,0
"7496",2010,"Sports",0,0.28,0
"7497",2011,"Sports",0,0.09,0
"7499",2017,"Action",0.02,0.02,0
"7500",2017,"Action",0.73,0.66,0.07
"7501",2017,"Action",0.57,0.21,0
"7547",2018,"Adventure",0,0,0.01
"7548",2018,"Shooter",0.38,0.24,0.01
"7549",2017,"Action",0,0.02,0
"7550",2017,"Action",0.42,0.32,0
"7551",2017,"Action",0.6,0.09,0
"7554",2011,"Misc",0.27,0.04,0.17
"7555",2017,"Misc",0,0,0.07
"7556",2017,"Misc",0,0,0.03
"7557",2012,"Racing",0.82,0.98,0.04
"7558",2012,"Racing",0.82,0.94,0.04
"7559",2014,"Racing",0.35,0.43,0
"7560",2014,"Racing",0.35,0.41,0
"7561",2014,"Racing",0.5,0.78,0.01
"7562",2014,"Racing",0.56,0.79,0.01
"7563",2016,"Racing",0.15,0.2,0
"7564",2018,"Racing",0.74,0.95,0.01
"7568",2010,"Racing",0,0.04,0
"7569",2011,"Racing",2.08,2.04,0.06
"7570",2011,"Racing",2.08,1.98,0.06
"7571",2011,"Racing",0.01,0.02,0
"7572",2013,"Racing",1.21,0.78,0.01
"7573",2013,"Racing",1.28,0.9,0.01
"7574",2015,"Racing",0.69,0.89,0.03
"7575",2017,"Racing",0.58,0.81,0.01
"7580",2010,"Role-Playing",0.32,0,0.34
"7581",2011,"Role-Playing",0.31,0,0.34
"7582",2014,"Role-Playing",0.08,0.04,0.23
"7583",2015,"Role-Playing",0.13,0.04,0.23
"7586",2010,"Role-Playing",0.03,0,0
"7594",2010,"Role-Playing",0.16,0.12,0.06
"7608",2010,"Misc",0.12,0,0
"7611",2014,"Sports",0,0.01,0
"7613",2010,"Sports",0.02,0.02,0
"7617",2014,"Misc",0.15,0.1,0.32
"7618",2014,"Role-Playing",0.22,0.14,0.32
"7637",2017,"Action",0.29,0.09,0.03
"7638",2017,"Action",0.21,0.03,0
"7650",2011,"Action",0.16,0.04,0
"7651",2011,"Action",0.16,0.03,0
"7718",2010,"Shooter",0.05,0,0
"7719",2010,"Shooter",0.09,0.07,0.11
"7720",2010,"Shooter",0.1,0.07,0.02
"7723",2011,"Role-Playing",0,0,0.11
"7724",2011,"Role-Playing",0,0,0.11
"7728",2013,"Platform",0.27,0.26,0
"7729",2013,"Platform",0.32,0.31,0
"7730",2013,"Platform",0.28,0.35,0
"7731",2013,"Platform",0.21,0.27,0
"7737",2014,"Action",0,0,0.01
"7744",2018,"Fighting",0,0,0.02
"7761",2012,"Simulation",0.07,0.04,0
"7766",2015,"Action",0,0,0.01
"7769",2010,"Role-Playing",0,0,0.05
"7770",2010,"Role-Playing",0,0,0.13
"7771",2012,"Misc",0,0,0.04
"7772",2010,"Role-Playing",0,0,0.04
"7780",2017,"Strategy",0,0,0.03
"7781",2018,"Strategy",0,0,0.02
"7782",2015,"Strategy",0,0,0.08
"7792",2013,"Action",0.01,0,0
"7793",2015,"Action",0,0,0.02
"7818",2012,"Action",0,0,0.05
"7819",2012,"Simulation",0,0,0.05
"7831",2010,"Adventure",0,0,0.02
"7832",2011,"Adventure",0.08,0.02,0
"7833",2011,"Adventure",0.08,0.02,0
"7835",2011,"Action",0,0,0.05
"7841",2013,"Action",0,0,0.05
"7842",2014,"Action",0,0,0.02
"7844",2012,"Role-Playing",0,0,0.02
"7845",2013,"Misc",0,0,0.02
"7848",2012,"Adventure",0,0,0.01
"7849",2012,"Misc",0,0,0.01
"7850",2011,"Adventure",0,0,0.04
"7851",2014,"Adventure",0,0,0.02
"7852",2016,"Fighting",0,0,0.05
"7853",2012,"Shooter",0,0,0.02
"7854",2012,"Simulation",0,0,0.02
"7855",2011,"Simulation",0,0,0.04
"7856",2018,"Simulation",0.01,0,0.01
"7857",2018,"Simulation",0,0,0.01
"7858",2016,"Action",0,0,0.01
"7859",2015,"Action",0,0.02,0.01
"7860",2016,"Action",0,0.03,0.01
"7861",2018,"Music",0.01,0,0.01
"7864",2010,"Platform",0.09,0,0
"7865",2010,"Platform",0.09,0,0
"7876",2010,"Racing",0.04,0,0
"7907",2013,"Misc",0.06,0.06,0.11
"7908",2013,"Party",0.06,0.06,0.12
"7913",2010,"Role-Playing",0,0,0.01
"7915",2014,"Action",0,0,0.06
"7916",2014,"Misc",0,0,0.06
"7921",2010,"Misc",0.07,0.01,0
"7922",2010,"Misc",0.07,0.01,0
"7925",2012,"Role-Playing",0,0.07,0
"7926",2012,"Role-Playing",0.1,0.11,0
"7927",2012,"Role-Playing",0.1,0.11,0
"7928",2012,"Role-Playing",0.15,0.08,0
"7929",2012,"Role-Playing",0.15,0.08,0
"7930",2015,"Adventure",0.02,0.02,0
"7931",2015,"Adventure",0.05,0,0
"7932",2014,"Adventure",0.03,0,0
"7933",2014,"Adventure",0.04,0,0
"7938",2010,"Misc",0.36,0.17,0
"7939",2010,"Misc",0.36,0.18,0
"7940",2012,"Action",0.09,0.03,0
"7941",2012,"Misc",0.09,0.03,0
"7944",2010,"Misc",0.01,0,0
"7961",2014,"Simulation",0,0.01,0
"7973",2011,"Adventure",0,0,0.01
"7986",2018,"Racing",0.02,0,0
"7987",2017,"Racing",0.1,0.03,0.01
"7991",2011,"Shooter",4.05,1.62,0.07
"7992",2016,"Shooter",2.17,0.9,0
"7993",2011,"Shooter",0.27,0,0
"7994",2013,"Shooter",0.92,0.53,0.03
"7995",2013,"Shooter",0.92,0.51,0.03
"7996",2015,"Shooter",2.38,0.32,0
"7997",2015,"Shooter",2.88,0.37,0
"8004",2012,"Misc",0,0,0.03
"8005",2011,"Misc",0,0,0.03
"8006",2011,"Misc",0,0,0.03
"8007",2010,"Misc",0,0,0.03
"8012",2010,"Action",0,0,0.21
"8013",2010,"Action",0,0,0.21
"8014",2011,"Action",0,0,0.22
"8015",2011,"Action",0,0,0.22
"8018",2011,"Adventure",0,0,0.02
"8019",2011,"Puzzle",0.05,0.05,0
"8020",2011,"Puzzle",0.05,0.05,0
"8021",2011,"Platform",0.04,0,0
"8022",2011,"Platform",0.05,0,0
"8025",2013,"Misc",0,0,0.01
"8026",2011,"Action",0.07,0.02,0
"8027",2011,"Action",0.05,0.01,0
"8028",2011,"Action",0.05,0.01,0
"8029",2011,"Action",0.07,0.01,0
"8030",2011,"Action",0.05,0.01,0
"8031",2015,"Action",0,0,0.01
"8034",2013,"Strategy",0,0,0.06
"8035",2014,"Misc",0,0,0.06
"8036",2017,"Role-Playing",0,0,0.02
"8037",2015,"Role-Playing",0,0,0.07
"8038",2016,"Role-Playing",0,0,0.04
"8040",2012,"Action",0,0,0.02
"8041",2012,"Misc",0,0,0.02
"8042",2012,"Role-Playing",0,0,0.13
"8045",2016,"Action",0.02,0,0
"8046",2016,"Action",0.02,0,0
"8057",2011,"Simulation",0,0.01,0
"8058",2011,"Simulation",0,0.02,0
"8059",2010,"Sports",0.15,0.17,0
"8060",2010,"Sports",0.15,0.16,0
"8061",2010,"Sports",0.03,0.05,0
"8062",2011,"Sports",0.03,0.05,0
"8066",2011,"Misc",0.03,0,0
"8067",2011,"Misc",0.03,0.01,0
"8068",2011,"Misc",0.06,0.04,0
"8069",2011,"Misc",0.06,0.04,0
"8070",2016,"Adventure",0,0,0.02
"8071",2014,"Misc",0,0,0.01
"8072",2013,"Adventure",0,0,0.01
"8073",2013,"Misc",0,0,0.01
"8091",2010,"Adventure",0.2,0.08,0.12
"8092",2011,"Adventure",0.17,0.08,0.12
"8095",2016,"Action",0.07,0,0
"8096",2016,"Action",0.06,0,0
"8109",2018,"Platform",0.01,0,0
"8116",2010,"Adventure",0,0,0.02
"8120",2013,"Action",0,0,0.06
"8121",2013,"Misc",0,0,0.06
"8122",2018,"Action",0,0,0.06
"8123",2018,"Action",0,0,0.04
"8128",2015,"Action",0,0,0.02
"8130",2010,"Simulation",0.03,0,0
"8131",2010,"Simulation",0.03,0,0
"8132",2012,"Role-Playing",0,0,0.06
"8133",2012,"Simulation",0,0,0.06
"8134",2018,"Action",0,0,0.06
"8135",2014,"Action",0,0,0.1
"8141",2010,"Action",0.05,0.01,0.05
"8142",2010,"Action",0.05,0.01,0.05
"8155",2011,"Role-Playing",0,0,0.03
"8159",2010,"Role-Playing",0.19,0,0.08
"8177",2018,"Misc",0.12,0.22,0.01
"8178",2011,"Misc",0.42,0.66,0.33
"8179",2011,"Misc",0.48,0.68,0.33
"8191",2016,"Simulation",0,0.01,0
"8192",2016,"Simulation",0,0.01,0
"8198",2016,"Adventure",0,0,0.03
"8199",2010,"Action",0,0,0.72
"8200",2011,"Action",0,0,0.72
"8201",2013,"Misc",0,0,0.24
"8202",2013,"Role-Playing",0,0,0.24
"8203",2013,"Misc",0,0,0.45
"8204",2013,"Role-Playing",0,0,0.45
"8205",2015,"Role-Playing",0,0.01,0.11
"8206",2015,"Role-Playing",0,0.01,0.37
"8207",2016,"Role-Playing",0,0.05,0.38
"8208",2019,"Role-Playing",0,0,0.19
"8209",2016,"Misc",0,0,0.02
"8210",2015,"Misc",0,0,0.04
"8211",2016,"Action",0,0,0.02
"8212",2016,"Action",0,0,0.02
"8213",2016,"Misc",0,0,0.03
"8214",2015,"Action",0,0,0.08
"8215",2016,"Action",0,0,0.09
"8216",2015,"Action",0,0,0.19
"8217",2016,"Action",0,0,0.2
"8220",2018,"Action",2.83,2.17,0.13
"8222",2014,"Action",0.14,0.1,0.02
"8224",2010,"Action",2.74,1.36,0.12
"8225",2015,"Action",0.23,0.29,0.01
"8226",2015,"Action",0.4,0.33,0.02
"8227",2015,"Action",0,0.02,0
"8228",2012,"Action",0.74,0,0
"8229",2013,"Action",1.23,0.72,0.04
"8231",2010,"Action",0.41,0.36,0.03
"8232",2011,"Action",0.39,0.08,0.02
"8233",2018,"Strategy",0.01,0,0.01
"8234",2017,"Role-Playing",0.03,0.01,0.02
"8235",2017,"Role-Playing",0.01,0,0.03
"8236",2018,"Role-Playing",0,0,0.01
"8237",2018,"Role-Playing",0,0,0.01
"8239",2010,"Action",0.03,0,0.62
"8240",2011,"Action",0.03,0,0.62
"8241",2014,"Action",0,0.01,0.06
"8242",2015,"Action",0,0.01,0.06
"8243",2014,"Action",0.1,0.03,0.02
"8244",2015,"Action",0.11,0.03,0.03
"8256",2012,"Action",0,0.04,0
"8257",2012,"Misc",0,0.01,0
"8265",2010,"Simulation",0,0,0.03
"8266",2010,"Simulation",0,0,0.03
"8272",2010,"Sports",0.71,0.11,0
"8285",2010,"Role-Playing",0.56,0.11,0.13
"8287",2014,"Adventure",0,0,0.01
"8288",2014,"Misc",0,0,0.01
"8289",2010,"Shooter",0.08,0,0
"8291",2010,"Shooter",0.76,0.6,0
"8292",2011,"Shooter",0.33,0.35,0
"8293",2011,"Shooter",0.25,0.21,0
"8300",2017,"Sports",0.05,0.06,0
"8301",2017,"Sports",0.05,0,0
"8302",2018,"Sports",0.05,0,0
"8303",2018,"Sports",0.05,0,0
"8304",2012,"Action",0,0,0.02
"8305",2012,"Misc",0,0,0.02
"8306",2013,"Adventure",0,0.06,0
"8310",2015,"Adventure",0.05,0,0
"8311",2015,"Adventure",0.05,0,0
"8312",2018,"Adventure",0.09,0.02,0
"8315",2010,"Adventure",0.05,0,0
"8316",2010,"Adventure",0.05,0,0
"8317",2010,"Adventure",0.03,0,0
"8318",2010,"Adventure",0.04,0,0
"8322",2015,"Puzzle",0,0.01,0
"8326",2018,"Puzzle",0,0,0.02
"8327",2014,"Puzzle",0,0,0.13
"8328",2014,"Puzzle",0,0,0.04
"8353",2010,"Racing",2.96,4.88,0.81
"8355",2013,"Racing",0.71,1.8,0.4
"8358",2017,"Racing",0.63,2.35,0.24
"8359",2015,"Strategy",0,0.05,0
"8360",2015,"Strategy",0,0.05,0.03
"8361",2015,"Role-Playing",0.02,0,0.03
"8362",2016,"Role-Playing",0.08,0,0.04
"8363",2015,"Role-Playing",0.01,0.02,0.04
"8364",2016,"Role-Playing",0.02,0.01,0.05
"8365",2011,"Role-Playing",0,0,0.13
"8366",2012,"Adventure",0,0,0.13
"8375",2012,"Sports",0.09,0.1,0
"8376",2012,"Sports",0.09,0.11,0
"8377",2012,"Sports",0.1,0.06,0
"8378",2012,"Sports",0.1,0.07,0
"8395",2013,"Misc",0,0.01,0
"8396",2015,"Action",0.36,0.64,0
"8397",2013,"Action",6.37,9.85,0.99
"8398",2013,"Action",7.01,9.27,0.97
"8399",2014,"Action",6.06,9.71,0.6
"8400",2014,"Action",3.8,5.81,0.36
"8401",2013,"Action",9.06,5.33,0.06
"8402",2013,"Action",9.63,5.31,0.06
"8403",2014,"Action",4.7,3.25,0.01
"8404",2014,"Action",2.66,2.01,0
"8409",2010,"Action",0,0.08,0
"8410",2010,"Adventure",0.62,0.99,0.13
"8416",2014,"Misc",0,0,0.01
"8422",2012,"Misc",0,0.01,0
"8447",2018,"Racing",0.06,0,0
"8448",2018,"Racing",0.04,0,0
"8451",2015,"Action",0.03,0,0
"8454",2012,"Action",0.26,0.2,0.09
"8455",2012,"Action-Adventure",0.21,0.2,0.09
"8456",2017,"Action-Adventure",0.13,0.05,0.13
"8457",2015,"Action",0.02,0.05,0.04
"8458",2016,"Action-Adventure",0.02,0.06,0.05
"8459",2016,"Action-Adventure",0,0.02,0
"8460",2011,"Adventure",0.02,0.05,0
"8461",2011,"Adventure",0.02,0.05,0
"8462",2011,"Adventure",0,0.04,0
"8463",2010,"Misc",0.1,0,0
"8464",2010,"Misc",0.27,0.25,0
"8465",2011,"Misc",0.05,0.02,0
"8466",2011,"Misc",0.11,0.03,0
"8467",2012,"Action",0,0,0.04
"8468",2012,"Misc",0,0,0.04
"8469",2014,"Adventure",0,0,0.03
"8470",2010,"Misc",0,0.08,0
"8471",2010,"Misc",0.19,0.16,0
"8472",2010,"Misc",0.22,0.12,0
"8473",2010,"Misc",0.24,0.13,0
"8474",2011,"Action",0.09,0.03,0
"8475",2011,"Action",0.09,0.03,0
"8476",2011,"Action",0.07,0.03,0
"8477",2011,"Action",0.08,0.02,0
"8478",2011,"Action",0.09,0.05,0
"8479",2011,"Action",0.09,0.05,0
"8480",2011,"Action",0.05,0.03,0
"8481",2011,"Action",0.06,0.04,0
"8482",2011,"Action",0.07,0.04,0
"8483",2011,"Action",0.07,0.05,0
"8484",2010,"Shooter",0.03,0,0
"8485",2010,"Shooter",0.03,0,0
"8486",2010,"Shooter",0.12,0,0
"8487",2010,"Shooter",0.11,0,0
"8488",2010,"Shooter",0.19,0,0
"8489",2010,"Shooter",0.19,0,0
"8509",2013,"Misc",0,0.06,0
"8510",2013,"Racing",0,0.06,0
"8511",2013,"Misc",0.07,0.25,0.01
"8512",2013,"Racing",0.07,0.23,0.01
"8513",2013,"Misc",0.08,0.17,0
"8514",2013,"Racing",0.08,0.17,0
"8516",2014,"Racing",0.05,0.1,0.01
"8517",2014,"Racing",0.03,0.05,0
"8521",2018,"Racing",0.01,0,0
"8522",2018,"Racing",0.01,0,0
"8525",2013,"Adventure",0,0,0.01
"8526",2013,"Misc",0,0,0.01
"8527",2017,"Adventure",0,0,0.02
"8528",2014,"Adventure",0,0,0.02
"8529",2014,"Adventure",0,0,0.01
"8530",2014,"Adventure",0,0,0.02
"8531",2018,"Visual Novel",0,0,0.01
"8544",2012,"Role-Playing",0,0,0.06
"8555",2010,"Racing",0.01,0,0
"8556",2010,"Racing",0.01,0,0
"8563",2015,"Action",0,0,0.04
"8564",2012,"Action",0,0,0.05
"8565",2012,"Misc",0,0,0.05
"8567",2012,"Action",0.95,1.06,0
"8568",2017,"Role-Playing",0,0.01,0
"8587",2016,"Fighting",0.03,0.02,0.04
"8588",2016,"Fighting",0.01,0.02,0.02
"8589",2016,"Fighting",0.06,0,0.07
"8590",2016,"Fighting",0.02,0,0.05
"8591",2017,"Fighting",0.04,0.01,0.03
"8592",2014,"Fighting",0.11,0,0.07
"8593",2014,"Fighting",0.09,0,0.07
"8594",2014,"Fighting",0.11,0,0.04
"8595",2014,"Fighting",0.1,0,0.04
"8641",2015,"Misc",0.09,0.14,0
"8642",2015,"Music",0.16,0.16,0
"8643",2015,"Misc",0.32,0.35,0
"8644",2015,"Music",0.52,0.49,0
"8645",2015,"Misc",0.12,0.04,0
"8646",2015,"Music",0.18,0.06,0
"8647",2015,"Misc",0.12,0.1,0
"8648",2015,"Music",0.2,0.11,0
"8649",2015,"Misc",0.29,0.17,0
"8650",2015,"Music",0.52,0.23,0
"8670",2010,"Misc",0.33,0.35,0
"8671",2010,"Misc",0.48,0.44,0
"8672",2010,"Misc",0.47,0.32,0
"8683",2011,"Platform",0.02,0,0
"8684",2010,"Sports",0.04,0,0
"8685",2010,"Sports",0.04,0,0
"8686",2010,"Sports",0.04,0,0
"8693",2017,"Adventure",0,0,0.02
"8698",2010,"Shooter",0.06,0.01,0
"8699",2010,"Action",0,0,0.17
"8700",2010,"Simulation",0,0,0.17
"8713",2013,"Action",0,0,0.26
"8714",2013,"Misc",0,0,0.26
"8715",2013,"Action",0,0,0.09
"8716",2013,"Misc",0,0,0.1
"8717",2014,"Action",0,0,0.15
"8718",2014,"Action",0,0,0.16
"8719",2016,"Action",0,0,0.11
"8720",2016,"Action",0,0,0.14
"8721",2011,"Action",0,0,0.12
"8722",2011,"Action",0,0,0.12
"8728",2011,"Action",0,0,0.08
"8729",2011,"Action",0,0,0.08
"8730",2017,"Action",0.08,0,0.18
"8733",2012,"Role-Playing",0.08,0,0.04
"8736",2018,"Shooter",0.01,0,0
"8754",2010,"Shooter",0.08,0.06,0
"8755",2011,"Shooter",0.07,0.06,0
"8766",2010,"Misc",0,0,0.01
"8769",2010,"Action",0,0,0.06
"8770",2010,"Action",0,0,0.06
"8771",2016,"Action",0,0,0.05
"8772",2016,"Adventure",0,0,0.04
"8773",2014,"Adventure",0,0,0.07
"8776",2016,"Adventure",0,0,0.03
"8779",2014,"Sports",0,0,0.04
"8780",2017,"Strategy",0,0,0.01
"8781",2015,"Action",0,0,0.04
"8783",2012,"Adventure",0.08,0,0
"8784",2017,"Adventure",0.02,0,0
"8785",2015,"Action",0,0,0.01
"8786",2012,"Action",0,0,0.01
"8787",2012,"Misc",0,0,0.01
"8788",2012,"Misc",0,0,0.01
