"","Year","Genre","NA_Sales","EU_Sales","JP_Sales"
"5778",2009,"Racing",0.19,0.07,0
"5779",2009,"Racing",0.29,0.16,0
"5780",2009,"Racing",0.14,0.09,0
"5787",2006,"Platform",0.04,0.01,0
"5789",2005,"Racing",0.02,0.01,0
"5790",2004,"Racing",0.6,0.47,0
"5791",2004,"Racing",0.36,0.38,0
"5793",2001,"Racing",0.02,0.01,0
"5794",2002,"Racing",0.06,0.02,0
"5795",2001,"Racing",0.08,0.06,0
"5797",2007,"Racing",0.03,0.14,0
"5798",2000,"Action",2.36,2.1,0.02
"5799",2002,"Action",0.25,0.09,0
"5800",2006,"Racing",0.12,0.1,0.03
"5801",2007,"Racing",0.01,0.01,0
"5802",2006,"Racing",0.05,0.01,0
"5808",2008,"Misc",0.05,0,0
"5809",2008,"Misc",0.05,0,0
"5810",2000,"Racing",0.04,0.03,0.11
"5811",2001,"Racing",0.04,0.03,0.11
"5814",2003,"Racing",0.02,0.01,0
"5815",2003,"Racing",0.02,0.01,0
"5816",2002,"Racing",0.06,0.05,0
"5817",2007,"Strategy",0.01,0,0
"5818",2008,"Strategy",0.01,0,0
"5819",2008,"Puzzle",0.06,0,0
"5820",2002,"Simulation",0.05,0.04,0
"5821",2002,"Simulation",0.05,0.04,0
"5822",2000,"Simulation",0,0,0.15
"5823",2000,"Simulation",0,0,0.15
"5824",2001,"Simulation",0,0,0.03
"5825",2002,"Simulation",0,0,0.03
"5826",2008,"Misc",0,0,0.56
"5827",2007,"Misc",0,0,0.26
"5828",2008,"Adventure",0,0,0.01
"5829",2006,"Misc",0,0,0.2
"5830",2007,"Misc",0,0,0.1
"5831",2008,"Adventure",0,0,0.07
"5832",2008,"Adventure",0,0,0.07
"5833",2007,"Adventure",0,0,0.22
"5834",2007,"Adventure",0,0,0.22
"5835",2005,"Misc",0,0,0.16
"5836",2009,"Misc",0,0,0.07
"5837",2008,"Adventure",0,0,0.12
"5838",2008,"Adventure",0,0,0.12
"5839",2009,"Racing",0.03,0,0
"5840",2005,"Racing",0.06,0.05,0
"5841",2002,"Role-Playing",0.03,0.02,0
"5842",2002,"Role-Playing",0.03,0.02,0
"5847",2008,"Racing",0.02,0,0
"5848",2001,"Racing",0.02,0.01,0
"5857",2008,"Adventure",0,0,0.01
"5858",2008,"Adventure",0,0,0.01
"5859",2004,"Strategy",0.13,0.1,0
"5860",2004,"Misc",0.16,0.06,0
"5861",2003,"Misc",0.21,0.08,0
"5862",2004,"Misc",0.21,0.08,0
"5863",2004,"Misc",0.01,0,0
"5864",2005,"Misc",0.01,0,0
"5868",2002,"Shooter",0,0,0
"5875",2000,"Shooter",0.04,0.03,0
"5880",2009,"Role-Playing",0,0,0.01
"5886",2000,"Strategy",0.14,0.09,0
"5888",2007,"Role-Playing",0.05,0,0
"5889",2008,"Role-Playing",0.05,0,0
"5890",2007,"Role-Playing",0.01,0,0
"5891",2008,"Role-Playing",0.01,0,0
"5894",2007,"Role-Playing",0.06,0,0
"5895",2008,"Role-Playing",0.07,0,0
"5896",2008,"Role-Playing",0,0,0.01
"5897",2006,"Role-Playing",0.03,0,0
"5898",2007,"Role-Playing",0.03,0,0
"5899",2009,"Role-Playing",0.05,0,0
"5901",2005,"Role-Playing",0,0.02,0
"5902",2006,"Role-Playing",0.01,0,0
"5906",2006,"Role-Playing",0.13,0.02,0
"5907",2006,"Role-Playing",0.13,0.02,0
"5918",2003,"Role-Playing",0.19,0.06,0
"5919",2007,"Strategy",0.09,0,0
"5920",2002,"Role-Playing",0.19,0.07,0
"5941",2002,"Strategy",0.06,0.05,0.16
"5942",2002,"Strategy",0.06,0.05,0.16
"5943",2003,"Strategy",0.05,0.04,0
"5944",2003,"Strategy",0.05,0.04,0
"5947",2004,"Action",0.18,0.01,0.3
"5948",2005,"Action",0.18,0,0.3
"5949",2000,"Action",0.24,0.19,0.34
"5950",2000,"Action",0.24,0.19,0.34
"5951",2001,"Action",0.53,0.16,1.07
"5952",2002,"Action",0.06,0.02,0
"5953",2002,"Action",0.06,0.02,0
"5954",2002,"Action",0.13,0.1,0.74
"5955",2003,"Action",0.13,0.1,0.74
"5956",2003,"Action",0.63,0.21,1.13
"5957",2003,"Action",0.12,0.03,0
"5958",2003,"Action",0.12,0.03,0
"5959",2004,"Action",0,0,0.32
"5960",2004,"Action",0,0,0.32
"5961",2003,"Action",0.17,0.13,0.51
"5962",2003,"Action",0.17,0.13,0.51
"5963",2005,"Action",0.24,0.18,0.91
"5964",2005,"Action",0.04,0.01,0
"5965",2005,"Action",0.04,0.01,0
"5966",2006,"Action",0.11,0.09,0.12
"5967",2006,"Action",0.11,0.09,0.12
"5968",2006,"Action",0.11,0.01,0
"5969",2006,"Action",0.11,0.01,0
"5970",2005,"Action",0.11,0.08,0.35
"5971",2005,"Action",0.11,0.08,0.35
"5972",2008,"Action",0.12,0.09,0
"5973",2008,"Action",0.12,0.09,0
"5974",2007,"Action",0.18,0.08,0.41
"5975",2008,"Action",0.18,0.07,0.41
"5976",2007,"Action",0.15,0.06,0.06
"5977",2008,"Action",0.15,0.06,0.06
"5978",2008,"Action",0,0,0.25
"5979",2008,"Action",0,0,0.25
"5980",2009,"Action",0.14,0.03,0.15
"5981",2009,"Action",0.14,0.03,0.15
"5982",2009,"Action",0.16,0.02,0.04
"5983",2009,"Action",0.16,0.02,0.04
"6009",2005,"Action",0.08,0.03,0
"6010",2007,"Action",0.04,0,0.03
"6011",2007,"Action",0.04,0,0.03
"6012",2007,"Action",0.14,0.01,0.31
"6013",2007,"Action",0.14,0.01,0.31
"6014",2007,"Action",0.15,0.01,0.02
"6015",2007,"Action",0.15,0.01,0.02
"6020",2006,"Action",0.04,0,0
"6021",2006,"Action",0.04,0,0
"6022",2006,"Action",0,0,0.04
"6023",2006,"Action",0,0,0.04
"6030",2008,"Action",0.04,0.03,0.25
"6031",2009,"Action",0.04,0.03,0.25
"6032",2008,"Action",0.09,0.07,0.32
"6033",2009,"Action",0.09,0.07,0.32
"6034",2008,"Action",0.07,0.03,0.08
"6035",2009,"Action",0.07,0.03,0.08
"6040",2009,"Action",0.11,0.08,0.07
"6042",2009,"Action",0.03,0.02,0.38
"6043",2009,"Action",0.03,0.03,0.38
"6044",2009,"Action",0.13,0.06,0.02
"6046",2001,"Action",0.01,0,0
"6047",2001,"Platform",0.02,0.01,0
"6048",2002,"Platform",0.02,0.01,0
"6057",2007,"Sports",0.29,0.01,0
"6058",2007,"Sports",0.69,0.48,0
"6059",2006,"Action",0.1,0,0
"6060",2009,"Sports",2.11,1.35,0.06
"6061",2009,"Sports",2.1,1.36,0.06
"6067",2009,"Sports",0.78,0.28,0
"6068",2009,"Sports",0.78,0.28,0
"6069",2009,"Sports",0.28,0.51,0.02
"6070",2009,"Sports",0.29,0.52,0.02
"6089",2006,"Action",0.04,0.01,0.03
"6090",2007,"Shooter",0.04,0.01,0.03
"6091",2006,"Shooter",0,0,0.02
"6092",2007,"Shooter",0,0,0.02
"6113",2001,"Platform",0.2,0.08,0
"6114",2001,"Platform",0.2,0.08,0
"6115",2002,"Platform",0.02,0.01,0
"6116",2002,"Platform",0.02,0.01,0
"6119",2009,"Strategy",0.03,0,0
"6121",2009,"Misc",0.04,0.11,0
"6123",2009,"Shooter",0.09,0.02,0
"6124",2009,"Shooter",0.09,0.02,0
"6125",2009,"Shooter",0.1,0.01,0
"6126",2009,"Shooter",0.1,0.01,0
"6130",2002,"Adventure",0.07,0.05,0
"6131",2002,"Adventure",0.07,0.05,0
"6136",2004,"Adventure",0.02,0.01,0
"6137",2004,"Adventure",0.02,0.01,0
"6138",2008,"Puzzle",0,0.01,0.08
"6139",2007,"Adventure",0.03,0,0
"6140",2008,"Adventure",0.03,0,0
"6142",2000,"Fighting",0.06,0.04,0
"6143",2000,"Fighting",0.18,0.04,0
"6145",2000,"Fighting",0.27,0.18,0
"6146",2002,"Adventure",0.23,0.08,0
"6147",2005,"Platform",0.08,0.03,0
"6148",2005,"Platform",0.19,0.05,0
"6149",2005,"Platform",0.34,0.01,0
"6150",2005,"Platform",0.02,0.01,0
"6151",2008,"Adventure",0,0,0.01
"6154",2002,"Puzzle",0.01,0,0
"6155",2002,"Puzzle",0.02,0.01,0
"6156",2002,"Puzzle",0.01,0,0
"6157",2003,"Role-Playing",0,0,0.09
"6162",2002,"Sports",0,0,0.06
"6163",2007,"Misc",0,0,0.07
"6167",2007,"Role-Playing",0,0,0.01
"6168",2007,"Role-Playing",0,0,0.01
"6169",2008,"Role-Playing",0,0,0.03
"6172",2003,"Misc",0.07,0.06,0
"6176",2007,"Platform",0.08,0,0
"6177",2006,"Action",0.22,0.01,0.08
"6178",2006,"Action",0.22,0.01,0.08
"6179",2008,"Adventure",0.07,0,0
"6180",2009,"Adventure",0.07,0,0
"6181",2005,"Misc",0.01,0,0.02
"6182",2008,"Adventure",0,0.01,0
"6183",2009,"Role-Playing",0,0,0.01
"6184",2009,"Role-Playing",0,0,0.01
"6187",2007,"Strategy",0.07,0,0
"6190",2005,"Sports",0.02,0,0
"6191",2005,"Sports",0.02,0.01,0
"6192",2004,"Action",0.1,0.04,0
"6193",2006,"Misc",0.31,0.03,0
"6194",2009,"Strategy",0.06,0,0
"6202",2009,"Role-Playing",0,0,0.02
"6205",2007,"Role-Playing",0,0,0.02
"6206",2009,"Strategy",0.04,0,0
"6208",2008,"Strategy",0,0,0.06
"6209",2008,"Strategy",0,0,0.06
"6213",2008,"Racing",0.15,0.27,0
"6214",2008,"Racing",0.02,0,0
"6215",2009,"Simulation",0.04,0,0
"6216",2009,"Simulation",0.04,0,0
"6217",2009,"Simulation",0.03,0,0
"6221",2008,"Adventure",0.03,0,0
"6222",2002,"Strategy",0,0.01,0
"6225",2001,"Strategy",0,0.04,0
"6226",2005,"Strategy",0,0.03,0
"6227",2005,"Strategy",0,0.03,0
"6228",2007,"Strategy",0,0.03,0
"6229",2007,"Strategy",0,0.03,0
"6230",2009,"Strategy",0.01,0.97,0
"6231",2007,"Role-Playing",0.17,0.01,0
"6232",2006,"Role-Playing",0.16,0.02,0
"6233",2006,"Role-Playing",0,0,0.02
"6234",2007,"Role-Playing",0,0,0.04
"6235",2006,"Role-Playing",0,0,0.02
"6236",2002,"Adventure",0.11,0.03,0
"6237",2002,"Adventure",0.11,0.03,0
"6239",2002,"Shooter",0.04,0.03,0
"6240",2007,"Adventure",0.44,0.47,0.09
"6241",2008,"Adventure",0.43,0.46,0.09
"6242",2009,"Simulation",0.47,0.22,0.12
"6249",2007,"Shooter",0.01,0,0
"6250",2008,"Shooter",0.23,0.07,0
"6251",2008,"Shooter",0.3,0.11,0
"6252",2008,"Sports",0.14,0.01,0
"6253",2008,"Sports",0.15,0,0
"6254",2008,"Sports",0.36,0,0
"6255",2006,"Misc",0,0.99,2.32
"6257",2009,"Adventure",0,0,0.02
"6259",2006,"Misc",0,0,0.1
"6260",2006,"Misc",0,0,0.1
"6268",2003,"Action",0.34,0.09,0.02
"6269",2003,"Action",1.78,1.12,0.09
"6270",2003,"Action",0.72,0.43,0.01
"6271",2005,"Racing",0.07,0.06,0
"6272",2005,"Racing",0.07,0.06,0
"6273",2000,"Role-Playing",0.04,0.03,0
"6274",2001,"Role-Playing",0.04,0.03,0
"6279",2006,"Action",0.13,0.02,0
"6280",2006,"Role-Playing",0.13,0.02,0
"6281",2006,"Action",0.1,0,0
"6282",2006,"Action",0.1,0,0
"6283",2006,"Action",0.12,0.01,0
"6284",2006,"Action",0.12,0.01,0
"6285",2005,"Misc",0.1,0.07,0
"6289",2006,"Action",0.04,0.01,0.01
"6290",2007,"Action",0.04,0.01,0.01
"6291",2001,"Adventure",0.05,0.04,0
"6295",2009,"Adventure",0.1,0.01,0
"6296",2009,"Adventure",0.11,0.01,0
"6299",2003,"Sports",0.08,0.06,0
"6300",2004,"Sports",0.41,0.32,0
"6301",2004,"Sports",0.29,0.08,0
"6304",2001,"Sports",0.12,0.05,0
"6305",2001,"Sports",0.12,0.05,0
"6306",2001,"Sports",0.03,0.01,0
"6307",2001,"Sports",0.03,0.01,0
"6308",2000,"Sports",0.09,0.07,0
"6309",2000,"Sports",0.09,0.07,0
"6310",2002,"Sports",0.04,0.01,0
"6311",2002,"Sports",0.04,0.01,0
"6312",2002,"Sports",0.03,0.02,0
"6313",2002,"Sports",0.03,0.02,0
"6314",2004,"Sports",0.1,0.08,0
"6315",2004,"Sports",0.1,0.03,0
"6316",2002,"Sports",0.02,0,0
"6317",2002,"Sports",0.02,0,0
"6318",2002,"Sports",0.01,0,0
"6319",2002,"Sports",0.01,0,0
"6320",2001,"Sports",0.03,0.03,0
"6321",2001,"Sports",0.03,0.03,0
"6322",2004,"Sports",1.26,0.12,0
"6323",2004,"Sports",1.26,0.12,0
"6324",2004,"Sports",0.88,0.04,0
"6325",2004,"Sports",0.88,0.04,0
"6326",2000,"Sports",0.05,0.04,0
"6327",2001,"Sports",0.05,0.04,0
"6328",2002,"Sports",0.02,0.01,0
"6329",2002,"Sports",0.02,0.01,0
"6330",2002,"Sports",0.01,0,0
"6331",2002,"Sports",0.01,0,0
"6332",2003,"Sports",0.26,0.21,0
"6333",2003,"Sports",0.2,0.06,0
"6334",2004,"Sports",2.15,0.12,0
"6335",2004,"Sports",1.54,0.02,0
"6336",2003,"Sports",0.27,0.21,0
"6337",2003,"Sports",0.27,0.08,0
"6338",2001,"Sports",0.04,0.03,0
"6339",2002,"Sports",0.01,0,0
"6340",2002,"Sports",0.01,0,0
"6341",2001,"Sports",0.04,0.03,0
"6342",2004,"Sports",0.43,0.33,0
"6343",2004,"Sports",0.43,0.33,0
"6344",2004,"Sports",0.32,0.09,0
"6345",2004,"Sports",0.32,0.09,0
"6346",2003,"Sports",0.11,0.09,0
"6347",2003,"Sports",0.08,0.02,0
"6348",2000,"Sports",0.1,0.08,0
"6349",2000,"Sports",0.1,0.08,0
"6350",2002,"Sports",0.02,0.01,0
"6351",2002,"Sports",0.02,0.01,0
"6352",2000,"Sports",0.05,0.02,0
"6353",2001,"Sports",0.05,0.02,0
"6354",2001,"Sports",0.13,0.05,0
"6355",2001,"Sports",0.13,0.05,0
"6356",2001,"Sports",0.18,0.14,0
"6357",2001,"Sports",0.18,0.14,0
"6361",2002,"Adventure",0.34,0.09,0
"6363",2000,"Role-Playing",0.08,0.05,0
"6364",2008,"Role-Playing",0.07,0.05,0
"6365",2008,"Role-Playing",0.07,0.05,0
"6366",2008,"Role-Playing",0,0,0.13
"6367",2008,"Role-Playing",0,0,0.13
"6368",2000,"Role-Playing",0.1,0.07,0.1
"6369",2000,"Role-Playing",0.1,0.07,0.1
"6370",2008,"Role-Playing",0.19,0.13,0.07
"6371",2008,"Role-Playing",0.19,0.12,0.07
"6372",2007,"Role-Playing",0.19,0.04,0.08
"6373",2007,"Role-Playing",0.19,0.04,0.08
"6377",2007,"Role-Playing",0.19,0.03,0.09
"6378",2007,"Role-Playing",0.2,0.03,0.09
"6383",2008,"Role-Playing",0.1,0,0.16
"6391",2006,"Shooter",0,0,0.02
"6392",2007,"Shooter",0,0,0.02
"6394",2008,"Simulation",0,0.42,0
"6398",2007,"Strategy",0,0.01,0
"6399",2008,"Strategy",0,0.02,0
"6401",2009,"Action",0,0,0.03
"6402",2009,"Action",0,0,0.03
"6403",2009,"Action",0,0,0.06
"6404",2009,"Action",0,0,0.06
"6405",2002,"Fighting",0.04,0.03,0.02
"6406",2003,"Role-Playing",0,0.19,0
"6407",2003,"Role-Playing",0,0.19,0
"6415",2009,"Adventure",0,0,0.01
"6416",2002,"Adventure",0.02,0.01,0
"6417",2003,"Adventure",0.02,0.01,0
"6418",2005,"Adventure",0.05,0.02,0
"6419",2000,"Role-Playing",0.1,0.08,0.15
"6420",2000,"Role-Playing",0.1,0.08,0.15
"6422",2003,"Role-Playing",0.21,0.16,0
"6423",2003,"Role-Playing",0.09,0.07,0
"6424",2006,"Shooter",0.11,0,0
"6425",2006,"Shooter",0.1,0.01,0
"6430",2003,"Action",0.19,0.15,0
"6431",2003,"Action",0.07,0.02,0
"6432",2000,"Adventure",0.15,0.1,0
"6433",2005,"Action",0.1,0.08,0
"6434",2005,"Action",0.06,0.02,0
"6435",2004,"Strategy",0,0.01,0
"6436",2004,"Strategy",0,0.01,0
"6439",2002,"Sports",0.03,0.01,0
"6440",2002,"Sports",0.03,0.01,0
"6441",2002,"Sports",0.13,0.1,0
"6442",2002,"Sports",0.13,0.1,0
"6443",2002,"Sports",0.01,0.01,0
"6444",2002,"Sports",0.01,0.01,0
"6445",2002,"Role-Playing",0.06,0.02,0
"6452",2001,"Misc",0.16,0.06,0
"6453",2006,"Racing",0.4,0.03,0.08
"6455",2000,"Racing",0.65,0.15,0.19
"6456",2009,"Racing",0.26,0,0
"6459",2001,"Misc",0.19,0.05,0
"6460",2002,"Misc",0.19,0.05,0
"6461",2003,"Misc",0.13,0.04,0
"6462",2003,"Misc",0.13,0.04,0
"6463",2003,"Misc",0.07,0.02,0
"6464",2003,"Misc",0.07,0.02,0
"6465",2003,"Misc",0.05,0.02,0
"6466",2003,"Misc",0.05,0.02,0
"6467",2004,"Misc",0.04,0.01,0
"6468",2004,"Misc",0.04,0.01,0
"6469",2004,"Misc",0.01,0,0
"6470",2004,"Misc",0.01,0,0
"6475",2005,"Puzzle",0.07,0,0
"6476",2006,"Puzzle",0.07,0,0
"6477",2008,"Puzzle",0.09,0,0.01
"6478",2008,"Puzzle",0.09,0,0.01
"6480",2000,"Action",0.03,0.02,0
"6485",2001,"Action",0.21,0.16,0.12
"6494",2007,"Misc",0,0.08,0
"6495",2009,"Simulation",0.35,0.52,0.04
"6499",2006,"Role-Playing",0,0,0.03
"6500",2007,"Role-Playing",0,0,0.03
"6501",2006,"Role-Playing",0,0,0.12
"6502",2006,"Role-Playing",0,0,0.02
"6503",2006,"Role-Playing",0,0,0.02
"6504",2003,"Misc",0.88,2.3,0.2
"6505",2004,"Misc",0.18,0.14,0
"6506",2005,"Misc",0.18,0.14,0
"6507",2004,"Sports",0.36,0.01,0
"6508",2003,"Misc",0.09,0.07,0
"6509",2004,"Misc",0.09,0.07,0
"6510",2005,"Sports",0.09,0.07,0
"6511",2005,"Action",0.05,0.04,0
"6515",2001,"Action",0.5,0.19,0
"6516",2001,"Action",0.5,0.19,0
"6518",2003,"Racing",0.41,0.11,0.12
"6520",2003,"Racing",0.11,0.04,0
"6521",2004,"Racing",0.11,0.04,0
"6522",2001,"Racing",0.39,0.16,0.37
"6523",2007,"Shooter",0.18,0.27,0
"6524",2006,"Shooter",0.28,0.03,0
"6525",2009,"Shooter",0.04,0.05,0
"6526",2009,"Shooter",0.01,0.05,0
"6527",2009,"Shooter",0.19,0.2,0.01
"6528",2009,"Shooter",0.19,0.21,0.01
"6529",2009,"Shooter",0.32,0.15,0
"6530",2009,"Shooter",0.32,0.15,0
"6536",2007,"Shooter",0.07,0.01,0
"6537",2007,"Shooter",0.07,0.01,0
"6538",2007,"Shooter",0.01,0,0
"6539",2007,"Shooter",0.01,0,0
"6540",2004,"Simulation",0.2,0.08,0
"6541",2004,"Simulation",0.2,0.08,0
"6542",2000,"Racing",0.14,0.09,0
"6543",2000,"Racing",0.14,0.09,0
"6544",2001,"Racing",0.07,0.06,0
"6545",2001,"Racing",0.07,0.06,0
"6546",2001,"Racing",0.05,0.01,0
"6547",2001,"Racing",0.05,0.01,0
"6548",2002,"Racing",0.01,0.01,0
"6549",2003,"Racing",0.01,0.01,0
"6550",2002,"Racing",0.02,0.01,0
"6551",2002,"Racing",0.02,0.01,0
"6552",2002,"Racing",0.05,0.04,0.02
"6553",2002,"Racing",0.05,0.04,0.02
"6554",2009,"Racing",0.08,0.29,0
"6555",2009,"Racing",0.15,0.63,0
"6584",2003,"Racing",0.05,0.04,0
"6585",2003,"Racing",0.05,0.04,0
"6588",2000,"Racing",0,0,0.03
"6589",2000,"Racing",0.06,0.05,0.03
"6595",2000,"Racing",0.06,0.04,0
"6598",2008,"Sports",0.01,0,0
"6600",2004,"Role-Playing",1.99,0.58,0
"6602",2008,"Role-Playing",2.51,1.27,0.11
"6607",2005,"Role-Playing",0.01,0.05,0
"6611",2009,"Puzzle",0.1,0,0
"6614",2007,"Misc",0,0,0.19
"6616",2008,"Fighting",0.13,0.03,0
"6617",2008,"Fighting",0.13,0.03,0
"6618",2008,"Fighting",0.15,0.02,0
"6619",2008,"Fighting",0.15,0.02,0
"6620",2008,"Fighting",0.2,0.01,0
"6622",2008,"Puzzle",0.03,0,0
"6623",2008,"Puzzle",0.03,0,0
"6635",2009,"Action",0.11,0.04,0
"6636",2009,"Action",0.14,0.02,0
"6637",2005,"Simulation",0,0.02,0
"6639",2008,"Role-Playing",0.02,0.88,0
"6640",2008,"Role-Playing",2.18,1.2,0.07
"6641",2008,"Role-Playing",3.41,1.03,0.09
"6642",2009,"Role-Playing",0.16,0.06,0
"6643",2009,"Role-Playing",0.09,0.01,0
"6644",2009,"Role-Playing",0,0.01,0
"6652",2004,"Role-Playing",0,0.02,0
"6653",2009,"Role-Playing",0,0.02,0
"6654",2004,"Role-Playing",0.03,0.03,0
"6655",2004,"Role-Playing",0.03,0.03,0
"6656",2004,"Role-Playing",0.04,0.01,0
"6657",2004,"Role-Playing",0.04,0.01,0
"6664",2004,"Action",0,0,0.08
"6665",2004,"Action",0,0,0.06
"6666",2004,"Puzzle",0,0,0.04
"6667",2004,"Puzzle",0,0,0.05
"6668",2004,"Puzzle",0,0,0.05
"6669",2004,"Adventure",0,0,0.08
"6670",2004,"Adventure",0,0,0.11
"6671",2004,"Adventure",0,0,0.1
"6672",2004,"Platform",0,0,0.2
"6673",2004,"Platform",0,0,0.2
"6674",2004,"Platform",0,0,0.07
"6675",2004,"Platform",0,0,0.08
"6676",2004,"Platform",0,0,0.09
"6677",2004,"Platform",0,0,0.08
"6678",2004,"Action",0,0,0.07
"6679",2004,"Strategy",0,0,0.08
"6680",2004,"Shooter",0,0,0.08
"6681",2004,"Platform",0,0,0.41
"6682",2004,"Shooter",0,0,0.12
"6683",2004,"Shooter",0,0,0.12
"6684",2004,"Puzzle",0,0,0.07
"6687",2008,"Misc",0.1,0.29,0
"6688",2008,"Action",0.21,0.01,0
"6690",2009,"Misc",0.25,0,0
"6691",2009,"Misc",0.59,0,0
"6694",2009,"Misc",0,0.04,0
"6695",2009,"Misc",0,0.12,0
"6696",2009,"Sports",0.1,0,0
"6697",2009,"Sports",0.1,0,0
"6701",2009,"Misc",0.08,0,0
"6703",2006,"Action",0.18,0,0
"6704",2006,"Adventure",0.18,0,0
"6709",2008,"Sports",0,0,0.01
"6710",2008,"Sports",0,0,0.01
"6711",2008,"Misc",0.08,0.01,0
"6712",2008,"Misc",0.09,0.01,0
"6713",2009,"Misc",0.14,0.01,0
"6714",2009,"Misc",0.14,0.01,0
"6728",2000,"Sports",0,0,0.17
"6735",2005,"Action",0.19,0.05,0
"6736",2005,"Action",0.41,0.01,0
"6737",2005,"Action",0.2,0.06,0
"6738",2005,"Action",0.2,0.08,0
"6741",2007,"Action",0.04,0,0
"6742",2007,"Action",0.04,0,0
"6743",2007,"Action",0.19,0.15,0
"6744",2007,"Action",0.19,0.15,0
"6745",2007,"Action",0.12,0.02,0
"6746",2007,"Action",0.12,0.02,0
"6747",2007,"Action",0.04,0.01,0
"6748",2007,"Action",0.04,0.01,0
"6749",2007,"Action",0.1,0.01,0
"6750",2007,"Action",0.1,0.01,0
"6754",2008,"Simulation",0.07,0,0
"6755",2008,"Simulation",0.07,0,0
"6756",2009,"Simulation",0.06,0,0
"6758",2000,"Puzzle",0.14,0.11,0.19
"6759",2004,"Shooter",0,0.04,0
"6760",2008,"Action",0.01,0.45,0
"6761",2008,"Shooter",0.01,0.45,0
"6762",2008,"Action",0.43,0.7,0.01
"6763",2008,"Shooter",0.43,0.69,0.01
"6764",2008,"Action",0.71,0.69,0.02
"6765",2008,"Shooter",0.72,0.69,0.02
"6778",2005,"Shooter",0.32,0.24,0
"6779",2006,"Shooter",0.06,0.02,0
"6780",2006,"Shooter",0.2,0.03,0
"6781",2006,"Shooter",0.06,0.01,0
"6788",2006,"Role-Playing",0,0,0.01
"6789",2003,"Role-Playing",0,0,0.17
"6792",2008,"Strategy",0.04,0,0
"6795",2009,"Strategy",0,0.03,0
"6796",2009,"Simulation",0.13,0.01,0
"6832",2007,"Simulation",0,0,0
"6833",2009,"Misc",0.13,0,0
"6834",2009,"Simulation",0.04,0,0
"6835",2007,"Simulation",0,0,0.01
"6842",2009,"Simulation",0.06,0,0
"6847",2001,"Action",0.07,0.06,0
"6848",2002,"Action",0.07,0.06,0
"6849",2002,"Action",0.04,0.01,0
"6850",2002,"Action",0.04,0.01,0
"6853",2003,"Action",0.08,0.06,0
"6854",2003,"Action",0.08,0.06,0
"6855",2004,"Action",0.04,0.01,0
"6856",2004,"Action",0.04,0.01,0
"6857",2005,"Action",0.04,0.03,0
"6858",2005,"Action",0.04,0.03,0
"6867",2006,"Fighting",0.02,0.01,0
"6868",2007,"Fighting",0.02,0.01,0
"6869",2006,"Fighting",0,0,0.01
"6870",2007,"Fighting",0,0,0.01
"6871",2007,"Fighting",0.03,0.03,0
"6872",2008,"Fighting",0.03,0.03,0
"6873",2007,"Fighting",0,0,0.01
"6874",2008,"Fighting",0,0,0.01
"6877",2007,"Racing",0.12,0,0
"6878",2007,"Racing",0.12,0,0
"6891",2007,"Adventure",0,0,0.17
"6893",2007,"Fighting",0,0,0.08
"6894",2008,"Fighting",0,0,0.06
"6895",2008,"Fighting",0,0,0.14
"6896",2009,"Fighting",0,0,0.05
"6898",2000,"Action",0.4,0.27,0
"6899",2001,"Action",0.1,0.07,0
"6900",2004,"Action",0.1,0.04,0
"6901",2004,"Puzzle",0.17,0,0.1
"6905",2008,"Racing",0.06,0.05,0
"6906",2008,"Racing",0.06,0.05,0
"6907",2008,"Racing",0,0.03,0
"6908",2008,"Racing",0,0.03,0
"6909",2009,"Racing",0,0.02,0
"6910",2002,"Racing",0.03,0.02,0
"6911",2002,"Racing",0.03,0.02,0
"6914",2006,"Adventure",0,0,0.01
"6916",2006,"Strategy",0.14,0,0
"6917",2005,"Sports",0.11,0.03,0
"6918",2005,"Sports",0.11,0.03,0
"6919",2005,"Sports",0.11,0.02,0.01
"6920",2005,"Sports",0.11,0.02,0.01
"6921",2006,"Sports",0.05,0.01,0
"6922",2006,"Sports",0.14,0.04,0
"6923",2006,"Sports",0.71,2.48,0.03
"6924",2006,"Sports",0.25,0.64,0
"6925",2006,"Sports",0.24,0.01,0
"6926",2006,"Sports",0.16,0.35,0
"6996",2000,"Sports",0.18,0.12,0
"6997",2000,"Sports",0.18,0.12,0
"6998",2000,"Sports",0,0,0.09
"6999",2000,"Sports",0,0,0.09
"7004",2005,"Sports",0.11,0,0
"7007",2005,"Sports",0.05,0,0
"7008",2005,"Sports",0.05,0,0
"7009",2005,"Sports",0.05,0.02,0
"7010",2005,"Sports",0.05,0.02,0
"7011",2005,"Sports",0.78,2.55,0.04
"7012",2005,"Sports",0.78,2.55,0.04
"7013",2005,"Sports",0.1,0.01,0
"7014",2005,"Sports",0.1,0.01,0
"7015",2005,"Sports",0.29,0.38,0
"7016",2005,"Sports",0.29,0.38,0
"7017",2007,"Sports",0.1,0.65,0
"7018",2007,"Sports",0.1,0.65,0
"7019",2007,"Sports",0,0.01,0
"7020",2007,"Sports",0,0.01,0
"7021",2007,"Sports",0.68,0,0
"7022",2007,"Sports",0.68,0,0
"7023",2007,"Sports",0.35,1.07,0.02
"7024",2007,"Sports",0.35,1.07,0.02
"7025",2007,"Sports",0.2,0.76,0
"7026",2007,"Sports",0.2,0.76,0
"7027",2007,"Sports",0.32,0.59,0.01
"7028",2007,"Sports",0.32,0.59,0.01
